"tweet_text","topic"
"@AmericanAir You guys did an amazing job today! Know itâ€™s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!","USair"
"@AmericanAir not sure why we are being made to stand in line outside for plane that isn't ready to board when I could be sitting inside","USair"
"@united I understand the intent was not to inconvenience, but catching a cab back to the airport to show them wet clothes wasn't an option.","USair"
"@SouthwestAir TSA Pre isn't showing up on my boarding passes and I've followed all of the steps. Please help.","USair"
"@united missing my amazing us bank work conference, not ok.  What do I do now?????","USair"
"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114","USair"
"@SouthwestAir Thank You. We'll be in touch! #MoveAboutTheCountry","USair"
"@USAirways will you be issuing a travel advisory for CLT for Thursday?  A significant snow storm is in the way Wednesday night.","USair"
"@VirginAmerica seriously would pay $30 a flight for seats that didn't have this playing.
it's really the only bad thing about flying VA","USair"
"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy","USair"
"@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed","USair"
"@united what gate is ua5396 leaving from?","USair"
"@AmericanAir what's the best number to use?","USair"
"@united yea I saw that I'm moving to China and have 5-6 bags will pay whatever but wanted to make sure it was ok to bring that many","USair"
"@united Okay thank you","USair"
"@JetBlue Using JetBlue miles?","USair"
"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?","USair"
"@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number","USair"
"@AmericanAir Customer service provides no wiggle room to change flight without a $200 change fee. @southwest has always been accommodating.","USair"
"@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????","USair"
"@AmericanAir hi how are you","USair"
"@united @AmericanAir THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ","USair"
"@usairways @BarclaycardUS 1 hr wait so far for customer service. yes bad weather but do air traffic controllers answer your phones?!??","USair"
"@united just did! Thank you!","USair"
"@AmericanAir worst airline! You Cancelled Flight our flight and don't even let us know even though we are traveling with children.","USair"
"@SouthwestAir are 5 people there?","USair"
"@united any news?","USair"
"@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.","USair"
"@USAirways @AmericanAir you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.","USair"
"@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.","USair"
"@united is probably the least satisfactory airline I've ever been on. Never fails to disappoint.","USair"
"@JetBlue Start including PTO in your getaway packages and I'm all in","USair"
"@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek","USair"
"@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?","USair"
"@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05","USair"
"@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?","USair"
"@united Could this email be resent as it doesnt appear to have arrived.","USair"
"@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair","USair"
"@united can you tell me how to file a claim for clothing that had to be purchased?","USair"
"@SouthwestAir missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them","USair"
"@USAirways flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?","USair"
"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline","USair"
"@USAirways that seems unlikely without a crew here to board us","USair"
"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?","USair"
"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.","USair"
"@SouthwestAir, I've been on hold for 3 hrs. now, waiting to talk to someone with a pulse to get my Cancelled Flighted flight rescheduled. Is this SOP?","USair"
"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.","USair"
"@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there","USair"
"@AmericanAir thank you","USair"
"@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned","USair"
"@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!","USair"
"@USAirways So no idea? Thanks...","USair"
"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!","USair"
"@united thanks, keep up the good work","USair"
"@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ","USair"
"@JetBlue thank you :-)","USair"
"@united Cool. Thank you.","USair"
"@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?","USair"
"@AmericanAir Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate w/companies forU!","USair"
"@SouthwestAir hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!","USair"
"@AmericanAir -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled","USair"
"@USAirways What's the seat assignment policy? Why let us choose a seat only to change it on us two weeks Late Flightr?","USair"
"@AmericanAir - where are my bags? Baggage claim C25 or C26 (flt# 959)?? I can see the plane from here? Why does it take 25 min???","USair"
"@SouthwestAir Are we sure flights will not be Cancelled Flighted after 1200 I am trying to make plans in STL","USair"
"@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)_Ÿ™è_Ÿ™è_Ÿ™èâœŒï¸èâœŒï¸èâœŒï¸è_Ÿ™è_Ÿ™è_Ÿ™è","USair"
"@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.","USair"
"@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6","USair"
"@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.","USair"
"@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU","USair"
"@JetBlue:  Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana, #Cuba? (#JetBlue #Vacation)","USair"
"@SouthwestAir how you gonna Cancelled Flight my flight but run flights at the exact same time? Cmon fam","USair"
"@AmericanAir you're airline is ridiculous","USair"
"@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ","USair"
"@USAirways how about a drink voucher for the next flight?? #winkwink","USair"
"@USAirways NOT GOOD. been on hold for 1hour (2x/day) since sun. to book 1-way flt dividend miles. agents send me to on hold hell. #furious","USair"
"@AmericanAir yes and the auto rebook confirmed an outbound that departs after the return flight.  # fire the software programmers","USair"
"@SouthwestAir Southwest Airline is THE way to go!","USair"
"@AmericanAir the worst air experience I have ever had and I am not in the first plane yet.","USair"
"@united feeling like a true united customer stuck.on the tarmac in dc for over 2 hrs. UNITEDFAIL","USair"
"@AmericanAir your a LIAR, no precipitation all day, 47 degrees, don't pacify, you look like a fool.......thats the problem, admit you suck","USair"
"@JetBlue @vegecomgirl For me itâ€™s not until 6/15.","USair"
"@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.","USair"
"@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame","USair"
"@USAirways #success made flight , please thank the crew of 556 great time recovery","USair"
"@AmericanAir yeah, rebooked for tomorrow morning. But extremely disappointed to miss a wedding.","USair"
"@united what's a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl's trip stat?!","USair"
"@united Okay, thank you both.","USair"
"@SouthwestAir thanks for losing my luggage","USair"
"@united idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber","USair"
"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards","USair"
"@AmericanAir I DM'd you","USair"
"@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers","USair"
"@AmericanAir 2nd time in 4 days that my flight has been delayed and my gate agent hasn't said anything! Thanks for the memories. #NeverAgain","USair"
"@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather","USair"
"@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible","USair"
"@USAirways I am just trying to establish what your policy is. Thanks!","USair"
"@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.","USair"
"Sir. RT @JetBlue: Our fleet's on fleek. http://t.co/F5IXyw8XyB","USair"
"@united fails again. @SouthwestAir saves the day.","USair"
"@JetBlue Cancelled Flightling tickets for 3 best friends going on vacation and never told us #jetblue #fixthis #ripoff @ZKatcher @bretharold","USair"
"@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime","USair"
"@JetBlue i only take jetblue to travel and i have to go to maimi next year but you guys dont go to maimi_Ÿ˜_ why dont you guys go to maimi???","USair"
"@SouthwestAir oh my god thank you so much!!! I just sent you a DM","USair"
"@JetBlue I'll see you on board again soon!","USair"
"@AmericanAir thanks so much!","USair"
"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?","USair"
"@SouthwestAir fl 4158 Cancelled Flightled from Dallas to Austin. No one answering 800#.  Need help.","USair"
"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj âœˆï¸èTampa 

_Ÿ”µ_Ÿ”µ_Ÿ”µ","USair"
"@JetBlue some woman stole my seat on the plane but I was the one that had to sit elsewhere. Is that standard protocol?","USair"
"@SouthwestAir Oh no worries NL, no disappointments here. Better to have NO lounges than like #Delta who has them but does disappoint!","USair"
"@JetBlue Ricoh Smith at BOS provided oust and service","USair"
"@AmericanAir  2/2 You took cost for both flights out of my bank account. Now I can't get a refund for 2 weeks? I have been a loyal customer.","USair"
"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue","USair"
"@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!","USair"
"@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice","USair"
"@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know","USair"
"@SouthwestAir - you can do better than having someone on hold for over an hr http://t.co/FxNv618B1A","USair"
"@SouthwestAir  Thank you.","USair"
"@united can you please follow for a DM?","USair"
"@USairways E190 lands without nose gear in Houston - @Flightglobal http://t.co/Yf9NhMwyFF","USair"
"@USAirways This is the last time I use your airline. I promise that!","USair"
"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!","USair"
"@SouthwestAir always when I fly SW. #loyalRRmember","USair"
"No no no bad airline bad! *bops you with newspaper* â€œ@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheidâ€ù","USair"
"@USAirways We take Late Flight to a whole new level!","USair"
"@AmericanAir @carlw1980 I have followed and dm'd you. . . Please respond to my concern too. Really disappointed with customer service.","USair"
"@USAirways like they will call me? I'v been trying since yesterday and no one is answering...","USair"
"@JetBlue #1680 Super smooth flight and landing. Nicely done.","USair"
"@AmericanAir wasn't offered a flight out of PHL until TUESDAY so had to ask to be booked to Houston instead of Austin.","USair"
"@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.","USair"
"@SouthwestAir you have the worst service, you Cancelled Flightled all your flights FLL to PHL all @USAirways flights flew. Stuck in FL 3 days. #done","USair"
"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time??","USair"
"@USAirways if one with @AmericanAir why can't you use American miles????","USair"
"#nothelpful MT @AmericanAir: Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance.","USair"
"@AmericanAir What are Preferred Seats?","USair"
"Haha! @JetBlue: Our fleet's on fleek. http://t.co/KmaNLdQbh4â€ù","USair"
"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses.","USair"
"@AmericanAir when will the merging of miles between you and @USAirways be complete? Wasn't it this month?","USair"
"@AmericanAir an overzealous stewardess prevented us from bringing in a car seat! #worstflight!","USair"
"@united 3 times I've called customer services each at least 40 mins... Each time cut off by your operators... Why can't you call me back!","USair"
"â€œ@AmericanAir Thanks for info on super large passengers- the extra seat Mr. Big needed was the one i was sitting in already #customerservice","USair"
"@USAirways i understand that but i should still be able to view my reservation online....","USair"
"@united I sent a PM over two weeks ago and have heard nothing!  #horribleservice #unitedsucks","USair"
"@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!","USair"
"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?","USair"
"@united Do miles earned with Explorer card count toward lifetime miles?","USair"
"@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!","USair"
"@USAirways Good info, but am already signed up for all options.  None of which sound like they applied to the 'missing' emails.","USair"
"@USAirways the least you could do is make up for what you have caused. You are ruining people's memories! You should be ashamed!","USair"
"@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !","USair"
"@JetBlue So what about the plane stuck in Newburgh won't start.  It that weather reLate Flightd as well.  These passengers on plane for 10 hrs.","USair"
"@JetBlue FYI - your android app is set to not be applicable with the Nexus 6 - please fix (its a phone, not a tablet). Cheers!","USair"
"@AmericanAir My connecting flight to DFW was Cancelled Flightled and need to get to IND tomorrow. Any way I can get this sorted out? Been holding 1h08","USair"
"@SouthwestAir 2 1/2 hours Late Flight, but I made it to sf! Maybe you can help me get on an earlier flight on Sunday :)","USair"
"@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!","USair"
"@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z","USair"
"@AmericanAir 3 months of straight travel ahead. Time to find new airline.","USair"
"@USAirways Cancelled Flightled flight this AM. There was avail flight to PHL today u said was sold out. I had to buy 2nd ticket, u need to refund me.","USair"
"@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx","USair"
"@JetBlue @amybruni No wifi on this flight so we can't tweet you our Oscar party pics at 37,000ft. #bluecarpet :-( SEAâœˆï¸èBOS","USair"
"@JetBlue how about an update on flight 475 leaving tf green delayed","USair"
"@SouthwestAir Promotion also said two free round trip flights. Nope, had to pay $200 extra for chi to Vegas. Bait&amp;switch.","USair"
"@USAirways would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.","USair"
"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?","USair"
"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter","USair"
"@SouthwestAir I can easily get to the Atlanta show, I just need tickets, help?!","USair"
"@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3","USair"
"smh RT @JetBlue: Our fleet's on fleek. http://t.co/IRiXaIfJJX","USair"
"@AmericanAir called executive platinum desk and got a TWO HOUR call back time... 2.5 hrs Late Flightr still no call and still stuck in Chicago","USair"
"@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.","USair"
"@USAirways Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" _Ÿ˜’","USair"
"@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2","USair"
"@JetBlue - Yes. Best case scenario I get my gear Late Flight Friday, early Saturday. Camp starts at 6AM tomorrow #toolittletooLate Flight","USair"
"@united ouch not fair","USair"
"@JetBlue why did you just Cancelled Flight flight 670 last minute?!?","USair"
"@USAirways FUK U US AIRWAYS WITH YO SHITTY CHICKEN SALAD SANDWICH THAT SO OVERPRICED AND U FUKING MAKE ME WAIT IN A 6 HR LAYOVER FUK U AND","USair"
"@united JP - DM message who? Can't get a DM through to @united","USair"
"@AmericanAir I Cancelled Flighted my flight. I really donâ€™t need this much trouble.","USair"
"@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight","USair"
"@united keeps delaying my flight, horrible customer service","USair"
"@jetblue is giving me false hope of ever getting home","USair"
"@USAirways luggage and contents destroyed both on outbound trip last week&amp;inbound lastnight in philadelphia #Careless","USair"
"@USAirways cannot book to redeem companion fair without speaking to agent. $99 vs $1200, this is a family emergency #unacceptable","USair"
"@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going","USair"
"@SouthwestAir Congratulations!","USair"
"@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(","USair"
"@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor","USair"
"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well","USair"
"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!","USair"
"@AmericanAir @Rizzilient I booked tickets using miles and need to change the dates.  Have been trying to get to an advantage rep 4 two days","USair"
"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(","USair"
"@SouthwestAir there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again","USair"
"@JetBlue thanks but still annoying. Especially if I miss my flight. _Ÿ˜‰ Can I tweet at the TSA??","USair"
"@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!","USair"
"@virginamerica Trying to make the change in advance (not just 24 hours prior)â€_tried it online earlier and it wanted $300 in change fees.","USair"
"@united thanks we'll be in touch!","USair"
"@united Yeah, bag is on the way. As per usual.  I'm actually getting used to getting it delivered to me, its kind of nice in a sense.","USair"
"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO","USair"
"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.","USair"
"@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.","USair"
"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did.","USair"
"@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS","USair"
"@SouthwestAir #promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel","USair"
"@AmericanAir 77min still on hold to chg award travel #sorrynotsorry","USair"
"@USAirways I understand that, and when I'm attempting to change the information so they are identical, it tells me to call a #","USair"
"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks","USair"
"@united no worries, I think itâ€™s under control. (the emails are keeping me informed)","USair"
"@AmericanAir @nrosenb1 it says changes can't be made online","USair"
"@JetBlue woof.","USair"
"@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.","USair"
"@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg","USair"
"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican","USair"
"@JetBlue When are you guys doing a dualcam with @RedReserve ?","USair"
"@AmericanAir Is there a way to add my AA number to an itinerary that doesn't involve sitting on hold for 1.5 hours?","USair"
"@SouthwestAir Thanks for replying, I sen't my conf #! I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day!","USair"
"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic","USair"
"@AmericanAir No, had already waited an hour for it and wanted to get home.","USair"
"@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!","USair"
"@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.","USair"
"@USAirways yes. It says bag is being delivered. The local number says Not Open. Asked main # for cust service got hung up on.","USair"
"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help","USair"
"@united 132 characters does not cover my reasons I'm afraid","USair"
"@united thanks for the help. Wish the phone reps could be so accomidating","USair"
"@AmericanAir the service received by both of us was rude and well below my expectations of your airline. That is what's most frustrating","USair"
"@JetBlue Why wasn't a $15 service credit voucher I received for tv not working accepted on my next flight for a pillow?","USair"
"@SouthwestAir got it taken care of! thank you &lt;3","USair"
"@JetBlue but thank you! Love, an anxious flyer.","USair"
"@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united","USair"
"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?","USair"
"@united GRK13575M is the file reference","USair"
"@AmericanAir after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error","USair"
"@AmericanAir can you tell me why flight 1542 from dfw to phl was Cancelled Flightled for tomorrow?","USair"
"@JetBlue #FlyingItForward I'd fly to Port au Prince, Haiti to help with the on-going earthquake relief efforts. Still lots to do there!","USair"
"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip","USair"
"@AmericanAir message and pics sent...","USair"
"@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems","USair"
"@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges","USair"
"@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs","USair"
"@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican","USair"
"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!_Ÿ˜œ","USair"
"@united just confirmed a seat! Crisis averted! Beers won't be missed now","USair"
"@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.","USair"
"@SouthwestAir you only hear about the bad things. Flying the last to weekends, the flights and crews were awesome. Thank you. _Ÿ‘ç_Ÿ‘ç","USair"
"@SouthwestAir booked our flights this morning. Can't wait to move about the country.","USair"
"@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH","USair"
"@SouthwestAir I am trying to change a ticket for travel on Monday that cannot be changed online. Anyway faster than waiting on hold? #anhour","USair"
"@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold","USair"
"@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here","USair"
"@AmericanAir yes. No one is answering and I'm on a train","USair"
"@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?","USair"
"@united how about 3659 YUL-ORD?","USair"
"@USAirways Your whole handling of this was a joke.Boston Logan had one little old lady,ONE handling all the customers http://t.co/DH2rfUIJYP","USair"
"@USAirways his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money","USair"
"@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?","USair"
"@SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw!","USair"
"@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.","USair"
"@USAirways why don't you hire people to deal with the call volume, this is absolute garbage #incompetent","USair"
"@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards","USair"
"@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz","USair"
"@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup","USair"
"@AmericanAir You didn't call, did you. Try it, and then you'll understand.  It's not possible to reach an agent,I don't know what else to do","USair"
"@JetBlue got it. Thanks","USair"
"@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!","USair"
"@united I need #United to be a better airline!!","USair"
"@AmericanAir 4 phone calls, 2 hrs of being sent back &amp; forth between two lines in the terminal and it's the skycap that finds a solution","USair"
"@USAirways how aggravating, zone 5 boarded, overhead empty but forcing bag check. Better not loose bag again! flt1727 http://t.co/w3XS6TVpZg","USair"
"@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys _Ÿ’”_Ÿ˜ª","USair"
"@USAirways 4 hrs and counting today alone... like I don't have other things to accomplish today than to just keep holding!!!","USair"
"@USAirways offloading the plane?!?!?! This is ridiculous!!!!","USair"
"@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!","USair"
"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you wonâ€™t fix it.","USair"
"@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.","USair"
"@USAirways if you mean by posted, no USAir empl to direct anyone, 800# not accepting calls, no contact from USAir re: rebook #greatjob","USair"
"@USAirways was on the phone for over an hour waiting without an answer. _Ÿ˜©","USair"
"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didnâ€™t call back. #help","USair"
"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back","USair"
"@SouthwestAir will do! #heart #flying","USair"
"@SouthwestAir great flight got us back on time!  Thanks","USair"
"@JetBlue I put it my ""to"" and ""from"" airports, click update and it tells me to put in my ""to"" and ""from"" airports.","USair"
"@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef","USair"
"@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!","USair"
"@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow","USair"
"@AmericanAir booked AA3370 departing JFK 2/25/15. It was booked via BA and I want to change my FF# to AA can you do that for me via Twitter?","USair"
"@united Thanks! Just DMed HN.","USair"
"@AmericanAir just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again_Ÿ˜_","USair"
"@united should contact me and the others on my flight who can't get their website to work. None of our info is valid! http://t.co/3zpJr7kWbk","USair"
"Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp","USair"
"@AmericanAir Thanks that was done, I just don't understand why those whose bags couldn't fit aren't notified in air/at landing #technology","USair"
"@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.","USair"
"@united that's what you have said for years, you are losing customers!!!!!!","USair"
"@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better","USair"
"@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.","USair"
"@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.","USair"
"@USAirways now on hold for 90 minutes","USair"
"@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.","USair"
"@JetBlue what's the delay if the system isn't down?","USair"
"@JetBlue .. { it's all a320's right?}","USair"
"@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.","USair"
"@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group","USair"
"@USAirways skys r sunny air is cold I can't wait to get to #CLT","USair"
"@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines","USair"
